url,price
https://www.amazon.fr/dp/B004Y6AJP2/ref=syn_sd_onsite_desktop_254?ie=UTF8&psc=1&pd_rd_plhdr=t,200
https://www.amazon.fr/UGREEN-Ethernet-Compatible-Routeur-Consoles/dp/B086DQN98N/?_encoding=UTF8&pd_rd_w=6VUJy&content-id=amzn1.sym.6ad05b49-1ee4-42af-ad79-324ede053883&pf_rd_p=6ad05b49-1ee4-42af-ad79-324ede053883&pf_rd_r=EDN1SFA5DKGWNAAMNY2V&pd_rd_wg=6Ny5S&pd_rd_r=80f898a8-8322-45ea-8314-db83b02a3cbf&ref_=pd_gw_deals_rd&th=1
